first_name,last_name,email,product_id,qty,amount,description,address,city,state,country
Margaret,Velasquez,mikeflowers@example.org,2,8,3.81,Bag front study call.,74658 Patel Plains,Port Tinaberg,Indiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Robert,Garcia,jgardner@example.net,3,1,3.65,Inside build ask charge option everything event enter.,9475 Shane Union,Port Paulland,North Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Taylor,Jones,tinarojas@example.net,9,4,7.57,Per production lose fish take happen part.,452 Brandon Island,Port David,Hawaii,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Christopher,Atkins,matthew03@example.com,3,1,7.36,Hot maintain they relate answer.,85276 Colon Knoll,East Jamesside,Kentucky,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Cody,Lambert,floreslisa@example.net,8,1,7.19,Create system decade him everybody eight word.,916 Miranda Terrace Apt. 913,Lake Jeffreymouth,North Carolina,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Natalie,Reyes,christinesmith@example.net,3,8,1.35,Get whose many recent.,1655 Hall Loop Apt. 321,East Ashley,Indiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Matthew,Baker,psimpson@example.net,1,4,3.55,Consider mean politics individual get anything unit.,86500 Avery Springs Apt. 486,New Dale,Vermont,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Anthony,Cole,amy74@example.net,8,4,6.22,Yourself offer accept over life to rate direction.,13933 Krystal Throughway Suite 299,Dominguezland,Virginia,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Vickie,Gordon,jacobsalazar@example.org,1,6,0.37,Part society bag theory.,2451 Solis Estates,Rogerville,Utah,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Lauren,Johnson,morganashley@example.net,1,6,1.32,Course if road too.,12314 Alex Flat,Perezborough,Idaho,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Karen,Blake,kayla43@example.com,7,7,1.5,Set head camera mission through mission change prepare.,2065 Ballard Circles,Popeland,Wyoming,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Nicholas,Jones,williamperkins@example.org,1,6,3.35,Full interest officer peace large support.,588 Craig Brook Apt. 537,Markburgh,Montana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Harry,Jackson,ronald29@example.org,1,8,6.19,Middle what weight five.,37594 Garcia Mall,New Samantha,Washington,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Nicole,Mitchell,osmith@example.net,9,1,5.76,Else hair letter.,15854 Marcus Viaduct,Port Pamelafurt,Ohio,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Alexandra,Kelly,kthomas@example.org,6,2,6.84,Hand economic voice.,94449 Davies Crest,Bryanland,Minnesota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Christopher,Roberts,mcarpenter@example.net,4,9,2.16,Design model television peace player better agent.,078 Patterson Island Suite 690,Bryanshire,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Andrew,Walker,christopherbrooks@example.org,3,6,1.7,Cut charge compare home board different perform.,2410 Julie Burgs,East Marybury,North Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Erica,Roberts,brandyhill@example.net,3,7,0.15,International word recently hold half safe.,4692 Adrian Pines Apt. 965,South Mathewburgh,Delaware,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Pamela,Lewis,eddielewis@example.com,5,9,2.83,Allow one early require wall.,697 Helen Orchard Suite 461,West Stephaniemouth,Missouri,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Darlene,Lee,valerieboone@example.net,2,5,8.04,Herself law teach produce north green.,952 Graham Estates,South Stevenfurt,Wyoming,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jody,Mays,dustinvega@example.net,10,6,5.92,Republican box their.,7611 Watson Fork Apt. 168,Nathanton,Missouri,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Sherry,Velez,ambersimpson@example.com,3,7,2.57,Wrong our head project hand marriage source.,729 Cook Extension Suite 748,Beanburgh,Colorado,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Arthur,Ashley,krystal75@example.net,1,8,0.93,Month just goal brother show official story move.,837 Strickland Mission,Buchananshire,Mississippi,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Tyler,Taylor,angela61@example.com,10,8,7.79,Produce performance produce second she training.,74365 Anna Burgs Apt. 328,Elliottberg,Pennsylvania,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jason,Trevino,slambert@example.net,10,1,3.35,Outside reduce option than its truth.,58415 Christopher Prairie Apt. 827,Tylerchester,Pennsylvania,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Randall,Shaw,cameron07@example.com,5,5,4.84,Street meeting mother he glass true.,37221 Brandon Ridge Suite 200,Howellshire,Louisiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
David,Williamson,mike25@example.com,7,8,6.24,Respond may learn card threat member.,11735 Griffin Spurs,Fieldsstad,Arkansas,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Theresa,Barrera,nataliewood@example.org,7,3,3.18,Movement sit draw standard.,4372 Fowler River,Georgeburgh,Iowa,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Laura,Martinez,smithjoseph@example.net,3,9,9.39,Outside view behind want clearly wrong.,18338 Jordan Pines,East Kyle,Massachusetts,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jennifer,Wilkins,shannonmorse@example.com,5,5,2.14,Concern serious least expert reveal.,2037 Jason Ports Suite 369,Zacharyfort,Nevada,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Angel,Jones,daniellecox@example.org,4,7,9.73,Should stock send experience.,834 Tyrone Estates,North Jasonside,Wisconsin,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Seth,Larson,nchristian@example.org,4,7,6.27,Beyond necessary third get.,678 Hogan Fall Apt. 611,Lake Nancyborough,Maryland,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Scott,Meza,schmidtdouglas@example.org,3,9,7.08,Return born service buy kid.,9756 Pamela Mountains,New Peterville,Hawaii,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Justin,Cook,austinburns@example.com,4,1,9.66,Detail future yes American.,3800 Danielle Mews Suite 071,New Kurt,Oklahoma,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Shannon,Adams,josephbrewer@example.net,4,3,6.56,Check risk off.,653 Gould Trafficway Apt. 122,New Sherry,Pennsylvania,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Stacy,Johnson,teresa79@example.com,5,7,1.02,Bar soldier thing Republican bed read mean.,7263 Bates Causeway,Amytown,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Anthony,Moreno,christopher91@example.net,4,1,1.78,Half suddenly wish but order traditional.,9290 Romero Corners,New Anthony,Wyoming,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Hannah,Williams,dunnrandy@example.org,3,1,4.48,Age claim nor nature some then team stand.,939 Daniel Orchard,Lake Tracy,Alabama,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Matthew,Martinez,nataliehatfield@example.net,7,4,4.25,Mission section agency perform.,1110 Edgar Haven Apt. 364,Malonefort,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Steven,Ward,brittany77@example.net,6,1,0.52,Anything enjoy always rather.,0582 Tina Road,Jacobsonside,Florida,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ian,Lee,tim38@example.org,8,1,7.91,Century have laugh rock.,025 Adams Manor Apt. 428,Lake Lauren,Idaho,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Erica,Smith,mark41@example.com,4,3,2.77,Room you she perhaps should page image.,6685 Danielle Cliffs,East Scott,Vermont,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Emily,Hall,rnunez@example.com,2,4,0.91,As with travel series task hundred.,788 Kim Pass,Nicholashaven,New Hampshire,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Michele,Snyder,grahamwilliam@example.net,6,1,2.67,Face past question on worker eat.,40802 Matthew Forest Suite 367,South Thomas,Louisiana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Nicholas,Jones,sfloyd@example.net,8,2,2.04,Lose eat trip wall model service they.,017 Michael Harbor Suite 667,Victoriaberg,West Virginia,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Patricia,Zuniga,brianna72@example.org,9,2,8.96,Suggest market must difference ground.,7852 Reese Ranch,New Kathyville,Nebraska,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Gabriella,Jackson,gonzalezjoanna@example.com,1,9,2.42,City against traditional write service.,8316 Stephen Court,Port Jeffreyshire,Arkansas,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Paula,Trujillo,hortonjodi@example.net,8,7,5.25,Class culture according relate rather.,0998 Kenneth Via,Amychester,Arizona,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Laura,Clark,colonjennifer@example.org,8,4,6.54,Author forget whom act recently.,60138 Brandy Track Suite 704,Catherinefort,Ohio,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Kerri,Gutierrez,wrightjo@example.com,3,4,9.77,Vote exist create face class every property.,990 Jessica Inlet Apt. 585,Aprilchester,Rhode Island,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Brian,Warren,bmorrison@example.com,6,7,4.91,Court much travel suffer.,32848 Macdonald Course,New Dianamouth,Missouri,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Vicki,Henry,angelamedina@example.com,10,1,5.32,Toward relate available seek pick dinner.,4238 Hector Corner Apt. 876,Vernonmouth,Washington,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Douglas,Patterson,garygonzalez@example.org,8,5,5.4,Majority then source administration.,90748 Trevor Branch,Michaelchester,Montana,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Susan,Meyers,wallaceanthony@example.com,6,1,0.52,Remain available so one.,130 Scott Turnpike Apt. 784,South Cheryl,Maine,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Candice,Johnston,anthonyreed@example.com,4,9,8.05,Red certain agent beat star enough reveal.,89161 Allison Plaza Suite 160,Gordonhaven,Minnesota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Krystal,Hamilton,brandonrodriguez@example.org,10,9,9.14,Professor general animal difficult maybe international heavy.,7088 Tanya Vista,New Erikaland,Mississippi,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Olivia,Jackson,jocelyn74@example.net,4,1,4.39,Run item candidate Democrat speak movement meet.,31405 Aaron Islands Apt. 979,Erinside,South Carolina,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Mark,Abbott,rbright@example.org,3,2,8.33,Religious into window no.,1316 Vazquez Course,Susanhaven,Tennessee,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Ashley,Hatfield,annettegonzalez@example.org,10,8,0.05,Meet country firm rise class enter.,00097 Kane Inlet,Turnerton,Minnesota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Troy,Krause,curtiscruz@example.net,3,8,5.52,Mean detail computer win movement son.,07127 Carly Parkway Apt. 472,East Martinchester,Delaware,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jeff,Taylor,qsharp@example.org,9,9,9.0,College education option from performance marriage realize.,52530 Kenneth Ridge,Lambertberg,Arkansas,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Virginia,Stephens,hallstephanie@example.com,9,8,1.08,War often conference police still form.,37651 Brianna Knoll,East Jameshaven,Minnesota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Jacob,Davis,mitchelldorothy@example.com,7,4,7.66,Language down nation tend recently bar.,0003 Jeffrey Village Apt. 569,North Karen,Connecticut,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Adam,Werner,pphillips@example.com,9,5,5.14,Act much close number.,39228 Tamara Lakes Apt. 671,Maybury,New Mexico,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Carmen,Brown,ygray@example.net,1,2,2.87,Ago crime officer break.,249 Tiffany Union Apt. 554,Timothyberg,Hawaii,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
Monica,Long,christina51@example.com,3,6,0.12,How anything rich campaign create strategy.,9795 Emily Road Suite 763,South Rogerland,North Dakota,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
James,Rodriguez,lee55@example.org,1,6,6.85,Many technology offer five.,34390 Elizabeth Well,Parkerport,Arizona,<bound method Provider.country of <faker.providers.address.en_US.Provider object at 0x000002BFFC7F61D0>>
